ticket_id,customer_id,agent_id,region,department,priority,status,created_at,first_response_at,resolved_at,source
TKT0178,CUST0074,AGT011,southeast,RETURNS,high,resolved,2024-03-01 15:00:00,2024-03-01 17:08:00,2024-03-02 19:00:00,crm
TKT0179,CUST0239,AGT004,MIDWEST,ACCOUNT,medium,open,2024-01-15 16:00:00,2024-01-15 18:33:00,2024-01-16 07:00:00,crm
TKT0180,CUST0082,AGT027,MIDWEST,SHIPPING,high,open,2023-02-21 09:00:00,2023-02-21 10:48:00,2023-02-24 17:00:00,crm
TKT0181,CUST0255,AGT001,NORTHEAST,ACCOUNT,urgent,open,2024-05-25 16:00:00,2024-05-25 18:09:00,2024-05-28 09:00:00,crm
TKT0182,CUST0241,AGT010,SOUTHWEST,BILLING,low,resolved,2024-08-20 11:00:00,2024-08-20 11:22:00,2024-08-20 19:00:00,crm
TKT0183,CUST0206,AGT002,SOUTHWEST,SHIPPING,medium,resolved,2023-09-28 23:00:00,2023-09-29 00:43:00,2023-10-01 04:00:00,helpdesk
TKT0184,CUST0144,AGT027,SOUTHWEST,SHIPPING,low,open,2023-03-17 12:00:00,2023-03-17 14:19:00,2023-03-19 23:00:00,crm
TKT0185,CUST0074,AGT007,SOUTHWEST,SHIPPING,urgent,pending,2024-02-08 11:00:00,2024-02-08 12:36:00,2024-02-11 12:00:00,crm
TKT0186,CUST0243,AGT017,WEST,TECHNICAL,medium,resolved,2023-02-16 01:00:00,2023-02-16 01:45:00,2023-02-19 22:00:00,helpdesk
TKT0187,CUST0173,AGT017,southeast,SHIPPING,urgent,pending,2023-06-16 12:00:00,2023-06-16 14:47:00,2023-06-20 12:00:00,helpdesk
TKT0188,CUST0214,AGT019,MIDWEST,BILLING,urgent,resolved,2024-05-01 00:00:00,2024-05-01 01:44:00,2024-05-02 20:00:00,crm
TKT0189,CUST0195,AGT005,southeast,TECHNICAL,low,pending,2023-02-22 18:00:00,2023-02-22 20:12:00,2023-02-23 17:00:00,crm
TKT0190,CUST0212,AGT023,SOUTHEAST,ACCOUNT,urgent,pending,2023-07-15 00:00:00,2023-07-15 02:02:00,2023-07-16 18:00:00,crm
TKT0191,CUST0245,AGT017,WEST,RETURNS,medium,resolved,2024-12-23 04:00:00,2024-12-23 06:22:00,2024-12-24 08:00:00,helpdesk
TKT0192,CUST0248,AGT007,SOUTHEAST,RETURNS,high,open,2024-07-13 11:00:00,2024-07-13 13:54:00,2024-07-17 05:00:00,helpdesk
TKT0193,CUST0163,AGT016,MIDWEST,SHIPPING,high,resolved,2023-10-23 22:00:00,2023-10-23 23:03:00,2023-10-27 16:00:00,crm
TKT0194,CUST0203,AGT027,MIDWEST,TECHNICAL,high,open,2024-08-10 21:00:00,2024-08-10 23:29:00,2024-08-12 23:00:00,helpdesk
TKT0195,CUST0246,AGT007,SOUTHEAST,SHIPPING,high,pending,2023-03-22 11:00:00,2023-03-22 13:03:00,2023-03-26 00:00:00,helpdesk
TKT0196,CUST0125,AGT002,northeast,SHIPPING,medium,pending,2023-05-21 03:00:00,2023-05-21 05:47:00,2023-05-25 03:00:00,crm
TKT0197,CUST0052,AGT022,southeast,TECHNICAL,low,pending,2023-02-23 03:00:00,2023-02-23 04:55:00,2023-02-24 23:00:00,crm
TKT0198,CUST0148,AGT011,MIDWEST,BILLING,low,pending,2024-02-21 20:00:00,2024-02-21 22:11:00,2024-02-24 11:00:00,crm
TKT0199,CUST0091,AGT030,NORTHEAST,ACCOUNT,urgent,open,2024-07-01 23:00:00,2024-07-01 23:19:00,2024-07-02 23:00:00,helpdesk
TKT0200,CUST0172,AGT010,WEST,SHIPPING,urgent,open,2023-02-08 00:00:00,2023-02-08 01:26:00,2023-02-11 02:00:00,helpdesk
TKT0201,CUST0235,AGT021,MIDWEST,TECHNICAL,low,pending,2023-10-07 06:00:00,2023-10-07 06:38:00,2023-10-09 02:00:00,helpdesk
TKT0202,CUST0208,AGT027,WEST,SHIPPING,high,open,2023-10-30 18:00:00,2023-10-30 18:59:00,2023-10-31 18:00:00,helpdesk
TKT0203,CUST0128,AGT001,MIDWEST,ACCOUNT,medium,resolved,2024-11-16 03:00:00,2024-11-16 03:57:00,2024-11-16 22:00:00,helpdesk
TKT0204,CUST0134,AGT021,MIDWEST,TECHNICAL,low,pending,2023-12-04 09:00:00,2023-12-04 11:39:00,2023-12-08 07:00:00,crm
TKT0205,CUST0160,AGT023,NORTHEAST,RETURNS,high,pending,2024-04-21 09:00:00,2024-04-21 09:50:00,2024-04-23 14:00:00,crm
TKT0206,CUST0192,AGT014,northeast,SHIPPING,urgent,pending,2023-08-13 04:00:00,2023-08-13 06:12:00,2023-08-14 01:00:00,crm
TKT0207,CUST0271,AGT023,MIDWEST,BILLING,low,open,2023-09-11 21:00:00,2023-09-11 23:42:00,2023-09-12 09:00:00,crm
TKT0208,CUST0267,AGT015,NORTHEAST,TECHNICAL,urgent,open,2024-08-09 17:00:00,2024-08-09 17:48:00,2024-08-10 16:00:00,helpdesk
TKT0209,CUST0289,AGT002,SOUTHWEST,ACCOUNT,high,pending,2023-02-26 14:00:00,2023-02-26 14:43:00,2023-03-01 09:00:00,crm
TKT0210,CUST0024,AGT014,MIDWEST,BILLING,low,open,2024-02-10 08:00:00,2024-02-10 08:10:00,2024-02-11 13:00:00,helpdesk
TKT0211,CUST0216,AGT012,WEST,ACCOUNT,urgent,resolved,2023-02-02 09:00:00,2023-02-02 10:54:00,2023-02-03 10:00:00,crm
TKT0212,CUST0179,AGT004,SOUTHEAST,SHIPPING,urgent,pending,2024-11-30 21:00:00,2024-11-30 23:28:00,2024-12-01 16:00:00,crm
TKT0213,CUST0279,AGT014,SOUTHWEST,ACCOUNT,medium,open,2023-08-17 00:00:00,2023-08-17 00:15:00,2023-08-18 16:00:00,helpdesk
TKT0214,CUST0058,AGT002,southeast,ACCOUNT,low,open,2023-12-21 04:00:00,2023-12-21 05:20:00,2023-12-22 06:00:00,crm
TKT0215,CUST0025,AGT008,northeast,BILLING,urgent,resolved,2023-03-10 03:00:00,2023-03-10 05:42:00,2023-03-10 09:00:00,crm
TKT0216,CUST0149,AGT008,southeast,SHIPPING,high,pending,2024-07-06 06:00:00,2024-07-06 06:24:00,2024-07-07 01:00:00,helpdesk
TKT0217,CUST0212,AGT010,MIDWEST,BILLING,medium,pending,2023-08-31 09:00:00,2023-08-31 09:46:00,2023-09-03 23:00:00,helpdesk
TKT0218,CUST0196,AGT026,SOUTHWEST,RETURNS,urgent,resolved,2024-07-23 15:00:00,2024-07-23 15:22:00,2024-07-25 13:00:00,crm
TKT0219,CUST0116,AGT010,southeast,TECHNICAL,urgent,open,2023-11-04 12:00:00,2023-11-04 12:57:00,2023-11-07 10:00:00,helpdesk
TKT0220,CUST0131,AGT007,MIDWEST,BILLING,urgent,resolved,2024-03-02 17:00:00,2024-03-02 19:25:00,2024-03-03 12:00:00,crm
TKT0221,CUST0021,AGT028,NORTHEAST,TECHNICAL,medium,resolved,2024-07-02 23:00:00,2024-07-02 23:58:00,2024-07-03 07:00:00,crm
TKT0222,CUST0061,AGT024,southeast,ACCOUNT,medium,pending,2023-12-07 09:00:00,2023-12-07 09:13:00,2023-12-08 14:00:00,crm
TKT0223,CUST0195,AGT015,SOUTHWEST,RETURNS,high,resolved,2024-02-11 07:00:00,2024-02-11 09:31:00,2024-02-13 02:00:00,helpdesk
TKT0224,CUST0241,AGT025,southeast,RETURNS,medium,resolved,2024-06-09 15:00:00,2024-06-09 17:09:00,2024-06-10 05:00:00,helpdesk
TKT0225,CUST0009,AGT009,SOUTHWEST,SHIPPING,urgent,resolved,2024-02-28 01:00:00,2024-02-28 03:34:00,2024-02-29 07:00:00,crm
TKT0226,CUST0126,AGT016,SOUTHWEST,RETURNS,high,resolved,2023-07-20 10:00:00,2023-07-20 11:08:00,2023-07-22 12:00:00,helpdesk
TKT0227,CUST0280,AGT016,SOUTHEAST,SHIPPING,low,pending,2024-04-16 05:00:00,2024-04-16 06:40:00,2024-04-17 04:00:00,crm
TKT0228,CUST0119,AGT003,northeast,TECHNICAL,low,open,2023-03-18 21:00:00,2023-03-18 21:22:00,2023-03-18 23:00:00,helpdesk
TKT0229,CUST0248,AGT022,WEST,BILLING,low,pending,2024-01-18 01:00:00,2024-01-18 03:48:00,2024-01-21 12:00:00,helpdesk
TKT0230,CUST0147,AGT001,SOUTHWEST,ACCOUNT,medium,open,2023-01-13 00:00:00,2023-01-13 02:25:00,2023-01-16 22:00:00,crm
TKT0231,CUST0130,AGT027,MIDWEST,RETURNS,urgent,open,2024-06-20 04:00:00,2024-06-20 05:11:00,2024-06-21 06:00:00,helpdesk
TKT0232,CUST0116,AGT010,northeast,BILLING,low,open,2024-02-20 14:00:00,2024-02-20 16:34:00,2024-02-21 23:00:00,helpdesk
TKT0233,CUST0005,AGT023,SOUTHEAST,BILLING,urgent,resolved,2024-01-24 12:00:00,2024-01-24 14:31:00,,helpdesk
TKT0234,CUST0291,AGT016,MIDWEST,BILLING,low,pending,2024-08-02 03:00:00,2024-08-02 05:25:00,2024-08-02 10:00:00,helpdesk
TKT0235,CUST0162,AGT001,SOUTHEAST,SHIPPING,medium,pending,2024-07-10 18:00:00,2024-07-10 20:58:00,2024-07-11 00:00:00,helpdesk
TKT0236,CUST0200,AGT022,SOUTHWEST,RETURNS,urgent,pending,2023-03-20 09:00:00,2023-03-20 09:51:00,2023-03-23 11:00:00,crm
TKT0237,CUST0178,AGT002,NORTHEAST,ACCOUNT,medium,open,2024-12-06 23:00:00,2024-12-06 23:30:00,2024-12-09 17:00:00,helpdesk
TKT0238,CUST0168,AGT001,northeast,RETURNS,urgent,resolved,2024-09-11 19:00:00,2024-09-11 21:42:00,2024-09-13 23:00:00,crm
TKT0239,CUST0300,AGT022,WEST,BILLING,high,open,2023-12-31 17:00:00,2023-12-31 18:46:00,2024-01-03 02:00:00,crm
TKT0240,CUST0079,AGT024,WEST,RETURNS,high,open,2023-03-26 08:00:00,2023-03-26 08:49:00,2023-03-28 10:00:00,crm
TKT0241,CUST0053,AGT005,NORTHEAST,TECHNICAL,urgent,resolved,2023-01-06 09:00:00,2023-01-06 11:03:00,2023-01-08 09:00:00,helpdesk
TKT0242,CUST0167,AGT028,WEST,BILLING,high,resolved,2023-04-16 00:00:00,2023-04-16 00:32:00,2023-04-17 23:00:00,helpdesk
TKT0243,CUST0087,AGT022,WEST,TECHNICAL,medium,resolved,2023-03-28 23:00:00,2023-03-29 01:33:00,2023-03-30 08:00:00,helpdesk
TKT0244,CUST0142,AGT014,MIDWEST,ACCOUNT,low,resolved,2023-10-02 15:00:00,2023-10-02 15:47:00,2023-10-03 01:00:00,helpdesk
TKT0245,CUST0101,AGT015,NORTHEAST,TECHNICAL,high,open,2023-09-10 23:00:00,2023-09-11 01:50:00,2023-09-13 16:00:00,helpdesk
TKT0246,CUST0221,AGT027,southeast,SHIPPING,medium,resolved,2023-12-07 19:00:00,2023-12-07 20:47:00,2023-12-09 15:00:00,helpdesk
TKT0247,CUST0204,AGT011,MIDWEST,ACCOUNT,medium,resolved,2024-09-09 22:00:00,2024-09-09 23:01:00,2024-09-12 13:00:00,helpdesk
TKT0248,CUST0103,AGT019,SOUTHWEST,TECHNICAL,low,pending,2023-10-15 12:00:00,2023-10-15 13:43:00,2023-10-16 04:00:00,helpdesk
TKT0249,CUST0036,AGT027,southeast,ACCOUNT,urgent,open,2024-12-26 06:00:00,2024-12-26 08:02:00,2024-12-27 21:00:00,helpdesk
TKT0250,CUST0194,AGT003,WEST,SHIPPING,urgent,pending,2023-09-05 08:00:00,2023-09-05 10:58:00,2023-09-06 05:00:00,helpdesk
TKT0251,CUST0185,AGT023,southeast,SHIPPING,low,open,2024-07-01 16:00:00,2024-07-01 17:57:00,,crm
TKT0252,CUST0023,AGT019,northeast,ACCOUNT,high,resolved,2024-11-04 21:00:00,2024-11-04 22:40:00,2024-11-05 20:00:00,crm
TKT0253,CUST0266,AGT018,SOUTHWEST,SHIPPING,medium,resolved,2023-01-11 03:00:00,2023-01-11 04:16:00,2023-01-12 09:00:00,helpdesk
TKT0254,CUST0177,AGT001,WEST,BILLING,high,resolved,2024-02-05 14:00:00,2024-02-05 16:40:00,2024-02-09 08:00:00,crm
TKT0255,CUST0234,AGT026,SOUTHEAST,SHIPPING,urgent,resolved,2023-04-29 23:00:00,2023-04-29 23:46:00,2023-05-01 21:00:00,helpdesk
TKT0256,CUST0023,AGT026,northeast,BILLING,low,resolved,2023-04-10 14:00:00,2023-04-10 16:05:00,,crm
TKT0257,CUST0082,AGT011,SOUTHWEST,ACCOUNT,urgent,open,2024-11-24 05:00:00,2024-11-24 06:12:00,2024-11-27 01:00:00,helpdesk
TKT0258,CUST0203,AGT001,northeast,SHIPPING,medium,resolved,2024-10-06 05:00:00,2024-10-06 05:57:00,2024-10-09 16:00:00,helpdesk
TKT0259,CUST0033,AGT019,NORTHEAST,SHIPPING,medium,resolved,2024-02-03 00:00:00,2024-02-03 01:04:00,2024-02-04 04:00:00,helpdesk
TKT0260,CUST0251,AGT017,northeast,RETURNS,urgent,pending,2023-07-21 14:00:00,2023-07-21 14:39:00,2023-07-23 01:00:00,helpdesk
TKT0261,CUST0089,AGT027,northeast,RETURNS,low,pending,2024-08-24 03:00:00,2024-08-24 04:39:00,2024-08-26 02:00:00,crm
TKT0262,CUST0192,AGT023,SOUTHEAST,SHIPPING,urgent,resolved,2023-11-17 03:00:00,2023-11-17 04:11:00,2023-11-18 20:00:00,crm
TKT0263,CUST0276,AGT023,northeast,TECHNICAL,medium,resolved,2024-08-11 12:00:00,2024-08-11 13:58:00,2024-08-12 13:00:00,helpdesk
TKT0264,CUST0184,AGT001,WEST,TECHNICAL,medium,resolved,2023-05-24 05:00:00,2023-05-24 06:30:00,2023-05-26 16:00:00,helpdesk
TKT0265,CUST0228,AGT016,SOUTHEAST,BILLING,low,open,2024-02-23 21:00:00,2024-02-23 23:15:00,2024-02-26 04:00:00,helpdesk
TKT0266,CUST0235,AGT019,northeast,ACCOUNT,low,pending,2023-02-03 08:00:00,2023-02-03 09:07:00,2023-02-06 06:00:00,crm
TKT0267,CUST0022,AGT025,northeast,ACCOUNT,medium,resolved,2023-10-02 17:00:00,2023-10-02 18:43:00,2023-10-05 16:00:00,crm
TKT0268,CUST0179,AGT028,southeast,BILLING,urgent,open,2024-10-31 07:00:00,2024-10-31 08:26:00,2024-10-31 13:00:00,crm
TKT0269,CUST0220,AGT006,SOUTHWEST,TECHNICAL,medium,open,2023-08-03 23:00:00,2023-08-04 01:40:00,2023-08-07 17:00:00,crm
TKT0270,CUST0087,AGT011,northeast,RETURNS,high,pending,2024-08-06 11:00:00,2024-08-06 13:26:00,2024-08-08 00:00:00,helpdesk
TKT0271,CUST0211,AGT030,NORTHEAST,RETURNS,medium,pending,2024-06-10 21:00:00,2024-06-10 21:34:00,2024-06-11 16:00:00,crm
TKT0272,CUST0202,AGT016,SOUTHEAST,SHIPPING,high,pending,2023-09-13 04:00:00,2023-09-13 05:32:00,2023-09-14 13:00:00,helpdesk
TKT0273,CUST0048,AGT013,SOUTHWEST,RETURNS,high,resolved,2024-01-20 14:00:00,2024-01-20 14:29:00,2024-01-24 01:00:00,helpdesk
TKT0274,CUST0235,AGT021,northeast,RETURNS,low,pending,2023-12-02 18:00:00,2023-12-02 18:10:00,,helpdesk
TKT0275,CUST0146,AGT011,SOUTHWEST,SHIPPING,medium,pending,2023-08-12 13:00:00,2023-08-12 14:04:00,2023-08-15 06:00:00,helpdesk
TKT0276,CUST0236,AGT001,NORTHEAST,TECHNICAL,urgent,resolved,2023-12-18 21:00:00,2023-12-18 21:22:00,,crm
TKT0277,CUST0141,AGT003,northeast,RETURNS,high,open,2024-03-14 06:00:00,2024-03-14 06:43:00,2024-03-17 19:00:00,helpdesk
TKT0278,CUST0157,AGT024,northeast,TECHNICAL,urgent,pending,2024-11-11 20:00:00,2024-11-11 20:52:00,2024-11-12 04:00:00,crm
TKT0279,CUST0068,AGT019,SOUTHEAST,SHIPPING,urgent,open,2024-12-21 03:00:00,2024-12-21 03:10:00,2024-12-22 08:00:00,crm
TKT0280,CUST0245,AGT003,SOUTHEAST,ACCOUNT,low,pending,2024-12-13 10:00:00,2024-12-13 10:40:00,2024-12-15 18:00:00,crm
TKT0281,CUST0069,AGT021,northeast,TECHNICAL,low,pending,2023-04-16 10:00:00,2023-04-16 11:44:00,2023-04-18 02:00:00,crm
TKT0282,CUST0110,AGT021,northeast,TECHNICAL,urgent,pending,2024-09-16 20:00:00,2024-09-16 20:52:00,2024-09-19 06:00:00,helpdesk
TKT0283,CUST0197,AGT012,WEST,RETURNS,medium,open,2023-08-11 02:00:00,2023-08-11 02:35:00,2023-08-11 21:00:00,helpdesk
TKT0284,CUST0146,AGT025,northeast,BILLING,high,open,2024-10-22 02:00:00,2024-10-22 03:13:00,2024-10-25 02:00:00,crm
TKT0285,CUST0123,AGT016,WEST,BILLING,medium,resolved,2024-02-06 09:00:00,2024-02-06 11:55:00,2024-02-06 17:00:00,crm
TKT0286,CUST0292,AGT014,MIDWEST,SHIPPING,medium,resolved,2024-06-24 00:00:00,2024-06-24 01:42:00,2024-06-25 18:00:00,crm
TKT0287,CUST0021,AGT030,NORTHEAST,ACCOUNT,high,pending,2023-01-18 18:00:00,2023-01-18 18:27:00,2023-01-18 21:00:00,helpdesk
TKT0288,CUST0276,AGT020,SOUTHEAST,RETURNS,low,resolved,2024-03-09 22:00:00,2024-03-09 23:52:00,2024-03-10 10:00:00,crm
TKT0289,CUST0034,AGT010,northeast,ACCOUNT,medium,open,2024-06-07 06:00:00,2024-06-07 06:49:00,2024-06-10 04:00:00,crm
TKT0290,CUST0029,AGT010,northeast,TECHNICAL,low,open,2023-03-30 13:00:00,2023-03-30 13:39:00,2023-04-02 01:00:00,crm
TKT0291,CUST0268,AGT017,southeast,RETURNS,medium,resolved,2024-12-19 00:00:00,2024-12-19 00:51:00,2024-12-21 17:00:00,crm
TKT0292,CUST0220,AGT009,SOUTHWEST,BILLING,high,pending,2023-10-03 23:00:00,2023-10-03 23:40:00,2023-10-04 04:00:00,crm
TKT0293,CUST0291,AGT006,MIDWEST,TECHNICAL,high,open,2024-05-23 14:00:00,2024-05-23 16:20:00,,crm
TKT0294,CUST0007,AGT008,NORTHEAST,ACCOUNT,high,resolved,2023-08-22 23:00:00,2023-08-23 01:20:00,,crm
TKT0295,CUST0215,AGT008,MIDWEST,TECHNICAL,urgent,pending,2023-07-03 01:00:00,2023-07-03 03:31:00,2023-07-06 22:00:00,helpdesk
TKT0296,CUST0027,AGT006,SOUTHEAST,SHIPPING,low,resolved,2023-10-05 02:00:00,2023-10-05 04:36:00,2023-10-07 03:00:00,crm
TKT0297,CUST0234,AGT001,MIDWEST,TECHNICAL,high,pending,2024-04-21 09:00:00,2024-04-21 10:29:00,,helpdesk
TKT0298,CUST0253,AGT025,southeast,TECHNICAL,medium,open,2024-09-29 07:00:00,2024-09-29 09:08:00,2024-10-01 08:00:00,crm
TKT0299,CUST0005,AGT011,NORTHEAST,ACCOUNT,high,open,2024-02-24 00:00:00,2024-02-24 01:09:00,2024-02-26 23:00:00,crm
TKT0300,CUST0073,AGT023,MIDWEST,BILLING,low,open,2024-06-26 07:00:00,2024-06-26 08:57:00,2024-06-28 23:00:00,helpdesk
TKT0301,CUST0259,AGT005,northeast,ACCOUNT,low,pending,2024-12-18 11:00:00,2024-12-18 13:07:00,2024-12-18 23:00:00,crm
TKT0302,CUST0162,AGT030,southeast,ACCOUNT,high,resolved,2024-03-21 21:00:00,2024-03-21 21:43:00,2024-03-23 05:00:00,helpdesk
TKT0303,CUST0300,AGT004,SOUTHEAST,BILLING,medium,resolved,2023-10-06 07:00:00,2023-10-06 07:29:00,2023-10-07 10:00:00,helpdesk
TKT0304,CUST0107,AGT015,MIDWEST,ACCOUNT,high,open,2023-11-18 13:00:00,2023-11-18 13:40:00,2023-11-21 11:00:00,crm
TKT0305,CUST0021,AGT007,southeast,RETURNS,medium,open,2023-06-11 21:00:00,2023-06-11 22:27:00,2023-06-15 17:00:00,crm
TKT0306,CUST0134,AGT027,SOUTHEAST,BILLING,urgent,resolved,2023-12-31 12:00:00,2023-12-31 14:21:00,2023-12-31 20:00:00,crm
TKT0307,CUST0032,AGT027,southeast,TECHNICAL,medium,open,2023-04-07 14:00:00,2023-04-07 14:36:00,2023-04-08 09:00:00,helpdesk
TKT0308,CUST0133,AGT030,southeast,BILLING,low,open,2024-01-17 21:00:00,2024-01-17 23:51:00,,crm
TKT0309,CUST0170,AGT004,NORTHEAST,ACCOUNT,low,open,2024-10-23 14:00:00,2024-10-23 14:42:00,2024-10-24 03:00:00,helpdesk
TKT0310,CUST0089,AGT012,SOUTHEAST,TECHNICAL,high,resolved,2024-02-09 15:00:00,2024-02-09 15:17:00,2024-02-11 17:00:00,helpdesk
TKT0311,CUST0152,AGT016,WEST,SHIPPING,urgent,open,2023-06-02 01:00:00,2023-06-02 03:47:00,2023-06-05 10:00:00,crm
TKT0312,CUST0270,AGT008,northeast,SHIPPING,low,resolved,2023-10-14 12:00:00,2023-10-14 12:45:00,2023-10-16 19:00:00,helpdesk
TKT0313,CUST0258,AGT011,WEST,RETURNS,medium,open,2024-05-06 17:00:00,2024-05-06 19:14:00,2024-05-08 15:00:00,helpdesk
TKT0314,CUST0242,AGT017,MIDWEST,SHIPPING,medium,open,2024-09-03 07:00:00,2024-09-03 07:17:00,,crm
TKT0315,CUST0029,AGT025,SOUTHEAST,SHIPPING,urgent,resolved,2023-09-11 21:00:00,2023-09-11 22:11:00,2023-09-13 09:00:00,crm
TKT0316,CUST0184,AGT030,SOUTHWEST,BILLING,high,pending,2023-06-30 07:00:00,2023-06-30 09:41:00,2023-07-02 01:00:00,crm
TKT0317,CUST0252,AGT002,NORTHEAST,BILLING,medium,pending,2024-07-30 06:00:00,2024-07-30 08:16:00,2024-08-02 05:00:00,crm
TKT0318,CUST0104,AGT026,SOUTHEAST,RETURNS,medium,resolved,2023-01-21 16:00:00,2023-01-21 18:12:00,2023-01-21 18:00:00,crm
TKT0319,CUST0057,AGT028,SOUTHWEST,RETURNS,low,resolved,2023-01-23 04:00:00,2023-01-23 06:40:00,2023-01-27 00:00:00,helpdesk
TKT0320,CUST0081,AGT024,WEST,ACCOUNT,high,open,2024-08-23 03:00:00,2024-08-23 04:36:00,2024-08-24 19:00:00,helpdesk
TKT0321,CUST0151,AGT005,SOUTHEAST,BILLING,urgent,pending,2023-08-17 21:00:00,2023-08-17 23:40:00,2023-08-18 21:00:00,crm
TKT0322,CUST0290,AGT004,WEST,TECHNICAL,high,pending,2023-07-06 19:00:00,2023-07-06 20:31:00,2023-07-10 03:00:00,crm
TKT0323,CUST0046,AGT027,northeast,RETURNS,urgent,open,2023-09-01 11:00:00,2023-09-01 12:31:00,2023-09-02 10:00:00,helpdesk
TKT0324,CUST0056,AGT024,NORTHEAST,BILLING,urgent,resolved,2023-08-03 07:00:00,2023-08-03 07:27:00,2023-08-05 05:00:00,helpdesk
TKT0325,CUST0193,AGT004,southeast,ACCOUNT,medium,open,2023-06-20 13:00:00,2023-06-20 15:16:00,2023-06-22 15:00:00,helpdesk
TKT0326,CUST0054,AGT003,MIDWEST,TECHNICAL,urgent,open,2023-03-17 01:00:00,2023-03-17 02:25:00,2023-03-17 05:00:00,crm
TKT0327,CUST0248,AGT023,NORTHEAST,ACCOUNT,medium,pending,2024-07-14 02:00:00,2024-07-14 03:36:00,2024-07-17 08:00:00,helpdesk
TKT0328,CUST0098,AGT014,northeast,SHIPPING,high,pending,2023-06-10 01:00:00,2023-06-10 01:35:00,2023-06-11 21:00:00,helpdesk
TKT0329,CUST0282,AGT027,WEST,TECHNICAL,low,resolved,2023-11-01 07:00:00,2023-11-01 07:34:00,2023-11-01 15:00:00,crm
TKT0330,CUST0246,AGT007,NORTHEAST,BILLING,medium,open,2024-03-13 02:00:00,2024-03-13 03:25:00,2024-03-16 16:00:00,helpdesk
TKT0331,CUST0242,AGT016,northeast,RETURNS,low,pending,2023-03-25 15:00:00,2023-03-25 15:39:00,2023-03-27 08:00:00,helpdesk
TKT0332,CUST0023,AGT009,WEST,ACCOUNT,high,open,2023-07-09 11:00:00,2023-07-09 12:47:00,2023-07-11 12:00:00,helpdesk
TKT0333,CUST0044,AGT022,MIDWEST,SHIPPING,urgent,pending,2024-07-31 01:00:00,2024-07-31 01:48:00,2024-08-03 20:00:00,crm
TKT0334,CUST0275,AGT022,southeast,ACCOUNT,medium,resolved,2024-07-20 01:00:00,2024-07-20 02:49:00,2024-07-22 21:00:00,helpdesk
TKT0335,CUST0265,AGT026,SOUTHWEST,SHIPPING,medium,open,2023-03-22 12:00:00,2023-03-22 12:18:00,2023-03-25 06:00:00,helpdesk
TKT0336,CUST0217,AGT003,northeast,ACCOUNT,medium,pending,2023-06-27 05:00:00,2023-06-27 06:04:00,2023-06-28 07:00:00,crm
TKT0337,CUST0035,AGT003,WEST,SHIPPING,urgent,pending,2024-09-01 08:00:00,2024-09-01 09:31:00,2024-09-05 07:00:00,helpdesk
TKT0338,CUST0268,AGT026,WEST,BILLING,urgent,open,2023-10-10 16:00:00,2023-10-10 18:07:00,2023-10-10 19:00:00,crm
TKT0339,CUST0289,AGT025,NORTHEAST,RETURNS,high,resolved,2024-08-03 18:00:00,2024-08-03 20:39:00,2024-08-04 08:00:00,helpdesk
TKT0340,CUST0020,AGT006,MIDWEST,ACCOUNT,medium,pending,2024-01-28 20:00:00,2024-01-28 22:14:00,2024-01-31 23:00:00,helpdesk
TKT0341,CUST0244,AGT030,MIDWEST,RETURNS,low,resolved,2023-02-09 12:00:00,2023-02-09 13:34:00,2023-02-13 06:00:00,helpdesk
TKT0342,CUST0117,AGT005,MIDWEST,ACCOUNT,high,resolved,2023-11-15 08:00:00,2023-11-15 10:15:00,2023-11-19 03:00:00,helpdesk
TKT0343,CUST0209,AGT024,WEST,SHIPPING,high,open,2024-09-11 20:00:00,2024-09-11 20:32:00,2024-09-12 22:00:00,crm
TKT0344,CUST0269,AGT029,SOUTHWEST,BILLING,medium,open,2023-03-09 09:00:00,2023-03-09 11:19:00,2023-03-11 14:00:00,crm
TKT0345,CUST0185,AGT023,SOUTHEAST,RETURNS,high,resolved,2023-03-01 07:00:00,2023-03-01 07:18:00,,helpdesk
TKT0346,CUST0229,AGT006,southeast,ACCOUNT,high,resolved,2024-10-12 03:00:00,2024-10-12 03:17:00,2024-10-13 11:00:00,crm
TKT0347,CUST0026,AGT006,southeast,SHIPPING,medium,open,2023-09-22 23:00:00,2023-09-22 23:33:00,,crm
TKT0348,CUST0011,AGT028,southeast,BILLING,urgent,open,2024-11-24 06:00:00,2024-11-24 07:18:00,2024-11-27 19:00:00,crm
TKT0349,CUST0157,AGT023,northeast,RETURNS,urgent,resolved,2024-09-07 00:00:00,2024-09-07 01:07:00,2024-09-08 10:00:00,helpdesk
TKT0350,CUST0267,AGT027,SOUTHWEST,ACCOUNT,low,open,2024-04-15 08:00:00,2024-04-15 09:05:00,2024-04-17 21:00:00,helpdesk
TKT0351,CUST0056,AGT016,NORTHEAST,RETURNS,high,pending,2024-07-28 20:00:00,2024-07-28 22:42:00,2024-08-01 03:00:00,helpdesk
TKT0352,CUST0153,AGT007,SOUTHEAST,SHIPPING,medium,open,2023-10-11 08:00:00,2023-10-11 10:57:00,2023-10-15 05:00:00,helpdesk
TKT0353,CUST0255,AGT010,MIDWEST,ACCOUNT,urgent,resolved,2024-11-07 10:00:00,2024-11-07 10:45:00,,crm
TKT0354,CUST0114,AGT022,SOUTHWEST,ACCOUNT,high,pending,2024-08-20 22:00:00,2024-08-21 00:36:00,2024-08-22 00:00:00,helpdesk
